room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
14249769,1481,33800574,Entire home/apt,,Aarhus,,4,0,0.0,5,2.0,,99.0,,Cozy and bright apartment in Aarhus N,2017-07-28 01:39:42.433753,56.17591,10.204706,0101000020E610000007978E39CF6824400A85083884164C40
14086100,1481,84703295,Entire home/apt,,Aarhus,,13,25,5.0,5,3.0,,97.0,,Nice house in a quiet area and close to Århus,2017-07-28 01:39:42.430864,56.234279,10.228625,0101000020E6100000931804560E752440DE91B1DAFC1D4C40
6737963,1481,32373005,Entire home/apt,,Aarhus,,24,1,0.0,6,3.0,,97.0,,"Near beach, forest and city center",2017-07-28 01:39:42.428541,56.173502,10.215263,0101000020E6100000E413B2F3366E244032E5435035164C40
18167657,1481,72294295,Entire home/apt,,Aarhus,,24,3,4.5,6,2.0,,97.0,,"Nice and Cozy place, Excellent location!",2017-07-28 01:39:42.426216,56.160365,10.209202,0101000020E6100000FD8348861C6B244026361FD786144C40
3799167,1481,3919230,Entire home/apt,,Aarhus,,4,27,5.0,4,2.0,,96.0,,Cozy apartment in lovely area,2017-07-28 01:39:42.423789,56.173261,10.210484,0101000020E61000009BA9108FC46B24400C569C6A2D164C40
1669556,1481,2204704,Entire home/apt,,Aarhus,,24,26,4.5,6,3.0,,98.0,,"Lovely, bright 4 bedroom apartment",2017-07-28 01:39:42.421015,56.145159,10.202872,0101000020E6100000588CBAD6DE6724402BDCF29194124C40
19021925,1481,32373005,Entire home/apt,,Aarhus,,24,0,0.0,6,2.0,,97.0,,Spacious apartment in attractive neighbourhood,2017-07-28 01:39:42.418373,56.173165,10.215854,0101000020E6100000EC6B5D6A846E2440EAE74D452A164C40
6983440,1481,36615517,Entire home/apt,,Aarhus,,5,0,0.0,5,3.0,,94.0,,Lækker 92m2 rækkehus tæt på strand.,2017-07-28 01:39:42.415380,56.205357,10.250367,0101000020E6100000CAFE791A3080244099805F23491A4C40
11531203,1481,60816820,Entire home/apt,,Aarhus,,24,56,5.0,5,2.0,,102.0,,New apartment with view to Aarhus Å,2017-07-28 01:39:42.412134,56.152427,10.18654,0101000020E6100000ACCABE2B825F244082035ABA82134C40
4197992,1481,21778111,Entire home/apt,,Aarhus,,10,0,0.0,6,3.0,,96.0,,The full Aarhus experience this summer,2017-07-28 01:39:40.423470,56.15676,10.112256,0101000020E61000003F8F519E7939244015A930B610144C40
18958955,1481,14491860,Entire home/apt,,Aarhus,,24,3,5.0,4,2.0,,89.0,,Cosy cityhouse with own garden,2017-07-28 01:39:40.421088,56.147663,10.203309,0101000020E610000006F7031E1868244025EA059FE6124C40
17620886,1481,119800776,Entire home/apt,,Aarhus,,10,1,0.0,4,3.0,,89.0,,Naturskønt område tæt på midtbyen,2017-07-28 01:39:40.418787,56.15004,10.136804,0101000020E610000089EC832C0B462440C18BBE8234134C40
12824649,1481,69970045,Entire home/apt,,Aarhus,,24,22,4.5,2,1.0,,84.0,,Hyggelig et-værelses lejlighed,2017-07-28 01:39:40.415981,56.148322,10.201775,0101000020E6100000014D840D4F6724407FA31D37FC124C40
19895960,1481,140871496,Entire home/apt,,Aarhus,,24,0,0.0,3,2.0,,96.0,,Big and cosy appartment in Aarhus,2017-07-28 01:39:40.413574,56.146114,10.192884,0101000020E6100000E4D70FB1C16224406EBE11DDB3124C40
13878324,1481,42185136,Entire home/apt,,Aarhus,,24,3,5.0,2,1.0,,84.0,,"Location, location, location",2017-07-28 01:39:40.405837,56.155951,10.21262,0101000020E610000077F35487DC6C2440A663CE33F6134C40
17187504,1481,115678132,Entire home/apt,,Aarhus,,9,0,0.0,8,5.0,,97.0,,Nice and bright house for families and relaxation,2017-07-28 01:39:40.403689,56.126266,10.111751,0101000020E61000003197546D37392440624CFA7B29104C40
19670237,1481,138508280,Entire home/apt,,Aarhus,,6,0,0.0,4,0.0,,97.0,,Idyllisk rækkehus i Åbyhøj ca 3 km fra Århus C,2017-07-28 01:39:40.401499,56.159854,10.163825,0101000020E6100000CE88D2DEE053244041118B1876144C40
17115706,1481,114969423,Entire home/apt,,Aarhus,,24,1,0.0,4,1.0,,89.0,,Charmerende lejlighed i hjertet af Århus,2017-07-28 01:39:40.398683,56.157365,10.203244,0101000020E61000006937FA980F6824407C444C8924144C40
11386762,1481,59583848,Entire home/apt,,Aarhus,,24,5,3.5,2,1.0,,89.0,,Cosy apartment close to city,2017-07-28 01:39:40.395870,56.170758,10.211448,0101000020E6100000F69B89E9426C2440E3C3EC65DB154C40
6586506,1481,34452824,Entire home/apt,,Aarhus,,24,0,0.0,2,2.0,,103.0,,Apartment in the center of Aarhus,2017-07-28 01:39:40.393222,56.166008,10.201822,0101000020E6100000043A933655672440EB6F09C03F154C40
18226066,1481,86986445,Entire home/apt,,Aarhus,,24,6,5.0,2,1.0,,89.0,,Cosy apartment,2017-07-28 01:39:40.390938,56.156066,10.206256,0101000020E61000002235ED629A6924403F027FF8F9134C40
13073817,1481,72482292,Entire home/apt,,Aarhus,,3,2,0.0,5,3.0,,90.0,,Familiy friendly home with large garden,2017-07-28 01:39:40.388226,56.176355,10.15873,0101000020E6100000C5C9FD0E4551244038BEF6CC92164C40
2356920,1481,11618110,Entire home/apt,,Aarhus,,24,3,5.0,3,1.0,,93.0,,New-Yorker apartment in inner city,2017-07-28 01:39:40.386234,56.158703,10.208291,0101000020E61000002E1A321EA56A24407863416150144C40
7127437,1481,9125860,Entire home/apt,,Aarhus,,3,0,0.0,4,2.0,,95.0,,Dejligt Rækkehus med egen Have!,2017-07-28 01:39:40.383670,56.16246,10.164035,0101000020E610000079CC4065FC5324403F74417DCB144C40
4221539,1481,21909335,Entire home/apt,,Aarhus,,24,17,4.5,3,2.0,,97.0,,Penthouse in the center of Aarhus,2017-07-28 01:39:38.364335,56.162473,10.203974,0101000020E6100000F777B6476F682440D3BD4EEACB144C40
19171510,1481,134073872,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,97.0,,Lys lejlighed ved Aros!,2017-07-28 01:39:38.362074,56.151866,10.200353,0101000020E61000009C4F1DAB94662440EAAF575870134C40
9536736,1481,49398288,Entire home/apt,,Aarhus,,1,0,0.0,2,1.0,,94.0,,Lejlighed i Aarhus C,2017-07-28 01:39:38.358481,56.139329,10.195955,0101000020E6100000B1F9B8365464244033315D88D5114C40
17549457,1481,22047977,Entire home/apt,,Aarhus,,24,4,5.0,5,1.0,,93.0,,In the heart of Aarhus - hel lejlighed til leje,2017-07-28 01:39:38.353802,56.159038,10.205722,0101000020E6100000AB22DC64546924401F69705B5B144C40
9982781,1481,51294903,Entire home/apt,,Aarhus,,24,0,0.0,4,3.0,,96.0,,3 værelses lejlighed Aarhus C,2017-07-28 01:39:38.351580,56.162731,10.213604,0101000020E6100000EE96E4805D6D2440CF85915ED4144C40
13269317,1481,6002188,Entire home/apt,,Aarhus,,24,1,0.0,2,1.0,,89.0,,Dejlig lys lejlighed i Aarhus C,2017-07-28 01:39:38.349345,56.152216,10.198072,0101000020E6100000B28174B169652440C7F65AD07B134C40
5782545,1481,29998985,Entire home/apt,,Aarhus,,24,26,5.0,3,1.0,,97.0,,· Charming Apartment in Århus ·,2017-07-28 01:39:38.347051,56.162912,10.213586,0101000020E610000054C4E9245B6D24401F10E84CDA144C40
6715047,1481,35157394,Entire home/apt,,Aarhus,,24,6,4.5,5,2.0,,92.0,,Skønt sted ved strand i Aarhus C,2017-07-28 01:39:38.344315,56.167949,10.219937,0101000020E6100000575C1C959B702440AD32535A7F154C40
17105476,1481,114837614,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,89.0,,Dejlig lejlighed kun 10 min gang fra århus c,2017-07-28 01:39:38.342229,56.166262,10.203473,0101000020E6100000EF3CF19C2D682440A648BE1248154C40
6762664,1481,35078324,Entire home/apt,,Aarhus,,6,10,5.0,5,2.0,,89.0,,Hyggeligt børnevenligt hus og have,2017-07-28 01:39:38.339577,56.158838,10.149467,0101000020E610000097A949F0864C244058AEB7CD54144C40
13637002,1481,31408814,Entire home/apt,,Aarhus,,24,0,0.0,3,1.0,,91.0,,65 km2 cozy flat,2017-07-28 01:39:38.337093,56.172465,10.214781,0101000020E6100000B79A75C6F76D2440325A475513164C40
10973454,1481,56934207,Entire home/apt,,Aarhus,,24,8,5.0,3,1.0,,97.0,,Hyggelig og børnevenlig midtbylejlighed,2017-07-28 01:39:38.334941,56.161713,10.20107,0101000020E6100000D769A4A5F2662440452BF702B3144C40
7047595,1481,36957558,Entire home/apt,,Aarhus,,24,2,0.0,3,3.0,,89.0,,"Spacious 3room w. balcony, downtown",2017-07-28 01:39:38.332157,56.150449,10.196243,0101000020E61000004B2366F679642440A35BAFE941134C40
19095102,1481,133380476,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,97.0,,Hyggelig 90 m2 lejlighed til udlejning,2017-07-28 01:39:38.328216,56.156461,10.189906,0101000020E6100000DCA0F65B3B612440BB0CFFE906144C40
16785092,1481,111508487,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,89.0,,Very light and charming top-floor apartment,2017-07-28 01:39:38.325941,56.156755,10.183131,0101000020E61000007EC4AF58C35D2440033E3F8C10144C40
7558709,1481,39621204,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,97.0,,2-room apartment in Aarhus C,2017-07-28 01:39:38.322926,56.158109,10.190446,0101000020E6100000DB4E5B2382612440051A6CEA3C144C40
18874376,1481,22811162,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,97.0,,Bo i hjertet af Aarhus med masser af plads og lys,2017-07-28 01:39:38.320128,56.149487,10.200856,0101000020E61000002769FE98D6662440AD16D86322134C40
16924190,1481,113046944,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,97.0,,Modern apartment at the harbor in Aarhus,2017-07-28 01:39:36.252816,56.165577,10.230575,0101000020E6100000E78C28ED0D76244022FC8BA031154C40
17673025,1481,43773451,Entire home/apt,,Aarhus,,24,3,5.0,4,1.0,,92.0,,Charming 3-room apartment in the city centre,2017-07-28 01:39:36.249865,56.159261,10.206104,0101000020E61000004A26A776866924409E4319AA62144C40
8832642,1481,5736081,Entire home/apt,,Aarhus,,24,2,0.0,2,1.0,,94.0,,Lovely flat next to latin quarter,2017-07-28 01:39:36.242023,56.161153,10.213903,0101000020E61000005708ABB1846D24407E5358A9A0144C40
18955516,1481,132080132,Entire home/apt,,Aarhus,,5,1,0.0,4,1.0,,97.0,,Lækker lejlighed placeret tæt på strand og skov,2017-07-28 01:39:36.239653,56.195051,10.235289,0101000020E61000009337C0CC77782440AB06616EF7184C40
13412814,1481,76394748,Entire home/apt,,Aarhus,,4,0,0.0,5,2.0,,89.0,,Pæn og rummelig lejlighed i Århus C.,2017-07-28 01:39:36.236355,56.170712,10.195063,0101000020E6100000BD512B4CDF63244073840CE4D9154C40
18911137,1481,40296283,Entire home/apt,,Aarhus,,5,0,0.0,4,3.0,,97.0,,"Quiet neighbourhood, perfect for families",2017-07-28 01:39:36.233868,56.195771,10.1986,0101000020E6100000A1F831E6AE652440AB402D060F194C40
19487849,1481,11291620,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,97.0,,Cosy boheme apartment in the center of Aarhus.,2017-07-28 01:39:36.231564,56.152491,10.206232,0101000020E610000000C79E3D9769244098F738D384134C40
19804630,1481,53132368,Entire home/apt,,Aarhus,,24,0,0.0,4,1.0,,97.0,,Centrally located 3 room apartment in Aarhus,2017-07-28 01:39:36.229144,56.160663,10.213477,0101000020E610000079E57ADB4C6D2440B056ED9A90144C40
16061468,1481,12108188,Entire home/apt,,Aarhus,,24,4,5.0,4,2.0,,101.0,,"Cozy Apartment at Wonderful Frederiksbjerg,Aarhus",2017-07-28 01:39:36.225962,56.146872,10.192768,0101000020E61000003F6EBF7CB26224405C59A2B3CC124C40
9872564,1481,13299717,Entire home/apt,,Aarhus,,24,1,0.0,2,1.0,,89.0,,Vibrant and cozy downtown apartment,2017-07-28 01:39:36.223236,56.156497,10.195978,0101000020E61000009278793A576424400876FC1708144C40
13753467,1481,36789315,Entire home/apt,,Aarhus,,24,1,0.0,5,2.0,,91.0,,Bright appartment close to the center of Aarhus,2017-07-28 01:39:36.220439,56.166383,10.196918,0101000020E6100000CAFCA36FD264244021CEC3094C154C40
7200737,1481,37704005,Entire home/apt,,Aarhus,,9,0,0.0,6,3.0,,96.0,,Beautiful nature close to Aarhus,2017-07-28 01:39:36.217463,56.132335,10.11406,0101000020E610000043908312663A2440DE8E705AF0104C40
10868818,1481,56306900,Entire home/apt,,Aarhus,,24,27,4.0,4,2.0,,97.0,,Modern 2 bedroom apartment in Aarhus C,2017-07-28 01:39:36.214144,56.156383,10.199124,0101000020E610000089B2B794F36524403F53AF5B04144C40
7806586,1481,41091044,Entire home/apt,,Aarhus,,24,1,0.0,4,1.0,,97.0,,Unique location in beautiful Aarhus,2017-07-28 01:39:36.211034,56.144382,10.200255,0101000020E610000091B8C7D287662440C710001C7B124C40
17860958,1481,18426783,Entire home/apt,,Aarhus,,2,9,5.0,6,3.0,,96.0,,Lovely house close to Aarhus <3,2017-07-28 01:39:32.480554,56.128079,10.162827,0101000020E6100000C4CF7F0F5E532440F62686E464104C40
9325060,1481,48398752,Entire home/apt,,Aarhus,,24,10,5.0,5,3.0,,97.0,,Close to city centre with balconies and garden,2017-07-28 01:39:32.478389,56.171249,10.219413,0101000020E61000006EA296E656702440823CBB7CEB154C40
13896614,1481,82332495,Entire home/apt,,Aarhus,,24,2,0.0,4,2.0,,97.0,,The most charming 3 room apartment in Aarhus,2017-07-28 01:39:32.475437,56.17059,10.21948,0101000020E61000008E40BCAE5F7024402783A3E4D5154C40
1205477,1481,3580555,Entire home/apt,,Aarhus,,5,4,4.5,4,2.0,,93.0,,"Sea & city, hens & honey - Aarhus",2017-07-28 01:39:32.472321,56.187484,10.232343,0101000020E6100000B8E864A9F5762440FA42C879FF174C40
17943384,1481,23424439,Entire home/apt,,Aarhus,,24,0,0.0,4,2.0,,97.0,,Big bright flat in the heart of Aarhus,2017-07-28 01:39:32.469281,56.150319,10.19574,0101000020E6100000C009850838642440D57B2AA73D134C40
13834638,1481,81602815,Entire home/apt,,Aarhus,,24,22,4.5,3,1.0,,95.0,,Cozy medium-sized apartment in the heart of Aarhus,2017-07-28 01:39:32.466857,56.15964,10.193954,0101000020E610000055DB4DF04D632440159161156F144C40
19385160,1481,135887207,Entire home/apt,,Aarhus,,24,0,0.0,6,1.0,,96.0,,udlejes fra den 3 til 10 juli,2017-07-28 01:39:32.464393,56.154954,10.209365,0101000020E6100000A5DAA7E3316B244033315D88D5134C40
17951657,1481,70948310,Entire home/apt,,Aarhus,,24,3,5.0,4,1.0,,97.0,,Lovely central apartment with balcony,2017-07-28 01:39:32.461547,56.147289,10.193216,0101000020E6100000BC202235ED622440C007AF5DDA124C40
19497707,1481,136892053,Entire home/apt,,Aarhus,,24,1,0.0,4,3.0,,97.0,,"City Appartment, Aarhus",2017-07-28 01:39:32.459139,56.16231,10.205445,0101000020E6100000E14048163069244029E8F692C6144C40
9134350,1481,47574018,Entire home/apt,,Aarhus,,5,2,0.0,5,3.0,,97.0,,Familiehus i Risskov,2017-07-28 01:39:32.451479,56.19733,10.216463,0101000020E61000008D96033DD46E24408542041C42194C40
6253597,1481,32483476,Entire home/apt,,Aarhus,,3,1,0.0,4,2.0,,89.0,,Parcelhus tæt på centrum,2017-07-28 01:39:30.608606,56.174376,10.163068,0101000020E61000005B0C1EA67D532440899AE8F351164C40
19222397,1481,80059285,Entire home/apt,,Aarhus,,24,0,0.0,3,1.0,,97.0,,Huge apartment in Aarhus C close to everything,2017-07-28 01:39:30.606334,56.140469,10.195851,0101000020E61000001DC70F9546642440098D60E3FA114C40
16888711,1481,100184026,Entire home/apt,,Aarhus,,24,26,4.5,2,1.0,,94.0,,Unique Apartment in the heart of Aarhus,2017-07-28 01:39:30.604166,56.162078,10.208208,0101000020E6100000F9872D3D9A6A244057B3CEF8BE144C40
3076873,1481,7025303,Entire home/apt,,Aarhus,,24,48,5.0,4,2.0,,89.0,,Bright Classy Clean Home 110 sqm.,2017-07-28 01:39:30.601885,56.153321,10.208006,0101000020E610000059BE2EC37F6A24401F65C405A0134C40
17900123,1481,115654191,Entire home/apt,,Aarhus,,24,26,5.0,4,2.0,,122.0,,Beautiful apartment in the middle of Aarhus C,2017-07-28 01:40:45.316861,56.154747,10.204614,0101000020E6100000849B8C2AC3682440BA13ECBFCE134C40
7279716,1481,6723167,Entire home/apt,,Aarhus,,24,19,5.0,4,1.0,,112.0,,Cozy 2 room apartment in Aarhus C,2017-07-28 01:40:45.314704,56.158946,10.200166,0101000020E6100000D28A6F287C6624403EEAAF5758144C40
5881690,1481,14856877,Entire home/apt,,Aarhus,,6,5,4.5,6,2.0,,122.0,,Villa tæt ved park og Aarhus midtby,2017-07-28 01:40:45.312158,56.150614,10.164871,0101000020E61000001D1EC2F869542440ED28CE5147134C40
18266851,1481,126270450,Entire home/apt,,Aarhus,,6,3,5.0,6,2.0,,105.0,,Lovely apartment/room in the city of Aarhus,2017-07-28 01:40:45.309968,56.155642,10.180426,0101000020E61000003AB2F2CB605C244028F1B913EC134C40
5020214,1481,25900573,Entire home/apt,,Aarhus,,24,8,5.0,5,2.0,,121.0,,Skøn lejlighed i hjertet af Aarhus,2017-07-28 01:40:45.306998,56.163833,10.203634,0101000020E610000013B534B742682440B680D07AF8144C40
11457632,1481,53522315,Entire home/apt,,Aarhus,,24,6,5.0,3,2.0,,122.0,,"Central, hip, clean apartment",2017-07-28 01:40:45.304411,56.162135,10.20588,0101000020E61000000CCD751A69692440BB44F5D6C0144C40
7633352,1481,40044525,Entire home/apt,,Aarhus,,6,4,4.5,6,3.0,,105.0,,"Centralt i Aarhus, smuk indretning & stor terrasse",2017-07-28 01:40:43.475614,56.14975,10.160977,0101000020E6100000FFD0CC936B522440BA490C022B134C40
12179626,1481,50933433,Entire home/apt,,Aarhus,,24,2,0.0,4,1.0,,113.0,,Unique townhouse,2017-07-28 01:40:43.473396,56.161594,10.207779,0101000020E610000057975302626A24406B9DB81CAF144C40
9837722,1481,16737622,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,105.0,,Modern apartment in Aarhus C,2017-07-28 01:40:43.470751,56.151092,10.206076,0101000020E610000022FB20CB82692440F7578FFB56134C40
13255908,1481,70919095,Entire home/apt,,Aarhus,,2,4,5.0,8,4.0,,122.0,,Lovely big centrally located house,2017-07-28 01:40:43.467520,56.132049,10.186551,0101000020E61000007B12D89C835F2440193C4CFBE6104C40
6618786,1481,34641352,Entire home/apt,,Aarhus,,24,9,4.5,5,2.0,,113.0,,"Bright, spacious. Perfect location",2017-07-28 01:40:43.465266,56.152688,10.211581,0101000020E6100000F3E84658546C2440EE3EC7478B134C40
20006244,1481,7605099,Entire home/apt,,Aarhus,,24,0,0.0,5,4.0,,122.0,,Lækkert byhus i Øgaderne,2017-07-28 01:40:43.463028,56.163064,10.204442,0101000020E610000090DB2F9FAC682440D593F947DF144C40
382541,1481,1823118,Entire home/apt,,Aarhus,,3,2,0.0,7,3.0,,105.0,,Spacious and bright familyvilla in Aarhus,2017-07-28 01:40:43.460723,56.160741,10.153818,0101000020E61000007F129F3BC14E24402C103D2993144C40
19734028,1481,19513832,Entire home/apt,,Aarhus,,24,0,0.0,8,2.0,,122.0,,Townhouse apart. w. private garden in city center,2017-07-28 01:40:43.458628,56.15994,10.207911,0101000020E610000012F5824F736A24403FA9F6E978144C40
8041355,1481,6879364,Entire home/apt,,Aarhus,,24,7,5.0,5,4.0,,113.0,,Beautiful 175 m2 apartment with 4 bedrooms,2017-07-28 01:40:43.456537,56.162583,10.204664,0101000020E61000004B5645B8C96824405AF10D85CF144C40
3068232,1481,14682540,Entire home/apt,,Aarhus,,24,2,0.0,6,3.0,,122.0,,Børnevenlig og fantastisk placering,2017-07-28 01:40:43.445062,56.145776,10.20064,0101000020E6100000F4893C49BA6624405645B8C9A8124C40
12241655,1481,41611098,Entire home/apt,,Aarhus,,24,1,0.0,4,2.0,,113.0,,Nice apartment in the heart of Aarhus,2017-07-28 01:40:43.442668,56.152111,10.188392,0101000020E6100000F4A78DEA74602440512E8D5F78134C40
18887249,1481,34582451,Entire home/apt,,Aarhus,,24,5,4.0,4,2.0,,116.0,,A nice penthouse apartment in the heart of Aarhus,2017-07-28 01:40:43.440324,56.155616,10.195451,0101000020E6100000E5F0492712642440FF5D9F39EB134C40
19785700,1481,5850724,Entire home/apt,,Aarhus,,24,0,0.0,6,2.0,,113.0,,Hyggeligt - god beliggenhed tæt på skov og strand,2017-07-28 01:40:43.436514,56.179698,10.218809,0101000020E61000001424B6BB077024400C94145800174C40
687768,1481,3402194,Entire home/apt,,Aarhus,,3,0,0.0,4,2.0,,122.0,,Cozy apartment near Downtown,2017-07-28 01:40:43.432440,56.170265,10.18002,0101000020E61000007940D9942B5C2440A453573ECB154C40
19041923,1481,132904746,Entire home/apt,,Aarhus,,24,3,4.5,6,3.0,,112.0,,New Yorker lejlighed - med egen p-plads Aarhus C,2017-07-28 01:40:43.429719,56.156937,10.191257,0101000020E61000001C430070EC6124402444F98216144C40
18086329,1481,1989951,Entire home/apt,,Aarhus,,24,9,5.0,3,1.0,,112.0,,"Cozy PENTHOUSE w. ocean view, terrace and art!",2017-07-28 01:40:41.780327,56.168019,10.219083,0101000020E61000001938A0A52B702440A60D87A581154C40
19360148,1481,135687146,Entire home/apt,,Aarhus,,4,1,0.0,7,4.0,,122.0,,"Familievenlig bolig tæt på skov, strand og centrum",2017-07-28 01:40:41.776165,56.178422,10.213817,0101000020E61000005DA8FC6B796D244086713788D6164C40
14005557,1481,83706484,Entire home/apt,,Aarhus,,24,4,5.0,3,1.0,,113.0,,Bright and beautiful apartment in the center.,2017-07-28 01:40:41.773782,56.162512,10.209576,0101000020E6100000910DA48B4D6B2440919A7631CD144C40
16818641,1481,70635744,Entire home/apt,,Aarhus,,24,29,5.0,4,1.0,,122.0,,Lejlighed på hyggelige Trøjborg,2017-07-28 01:40:41.770544,56.171592,10.21176,0101000020E6100000B13385CE6B6C2440AB2006BAF6154C40
6211654,1481,32208713,Entire home/apt,,Aarhus,,3,4,5.0,5,3.0,,112.0,,Cosy house 3km from Downtown Aarhus,2017-07-28 01:40:41.767808,56.164739,10.16192,0101000020E6100000FB22A12DE752244018B0E42A16154C40
15994220,1481,86666496,Entire home/apt,,Aarhus,,24,9,5.0,4,2.0,,111.0,,Hyggeligt hus på Trøjborg tæt ved skov og strand,2017-07-28 01:40:41.765568,56.176364,10.217442,0101000020E6100000BD8DCD8E546F24408B18761893164C40
13523440,1481,15168714,Entire home/apt,,Aarhus,,24,15,5.0,2,1.0,,113.0,,Cozy flat with amazing terrace in central Aarhus,2017-07-28 01:40:41.763161,56.163536,10.19226,0101000020E61000006DA818E76F622440FDDB65BFEE144C40
13178930,1481,73697852,Entire home/apt,,Aarhus,,24,20,4.5,5,2.0,,89.0,,"Cozy, spacious apartment in the centre of Aarhus",2017-07-28 01:39:30.599381,56.147787,10.207291,0101000020E6100000A182C30B226A244011E335AFEA124C40
13602745,1481,51888311,Entire home/apt,,Aarhus,,24,2,0.0,4,2.0,,97.0,,"Modern Penthouse - unique location, panoramic view",2017-07-28 01:39:30.596722,56.156998,10.206483,0101000020E6100000255CC823B8692440CAC4AD8218144C40
19193122,1481,134260002,Entire home/apt,,Aarhus,,24,0,0.0,4,1.0,,97.0,,Bright new apartment in the center of Aarhus,2017-07-28 01:39:30.592283,56.153862,10.186813,0101000020E610000070EF1AF4A55F24406F0C01C0B1134C40
16927277,1481,113078833,Entire home/apt,,Aarhus,,24,4,5.0,2,1.0,,102.0,,"New & cosy apartment in cc, with rooftop terras",2017-07-28 01:39:30.588931,56.151616,10.198316,0101000020E61000000D8CBCAC8965244071C6302768134C40
16671364,1481,43689731,Entire home/apt,,Aarhus,,24,4,5.0,2,1.0,,97.0,,Luxurious city apartment nearby harbour and nature,2017-07-28 01:39:30.585536,56.164662,10.223851,0101000020E6100000925A28999C7224406D72F8A413154C40
18971692,1481,132325465,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,84.0,,Lækker lejlighed i hjertet af Århus,2017-07-28 01:39:30.575088,56.152997,10.207002,0101000020E6100000C669882AFC6924406CB1DB6795134C40
17290080,1481,116637352,Entire home/apt,,Aarhus,,24,2,0.0,4,2.0,,97.0,,Cosy and bright apartment in Aarhus C,2017-07-28 01:39:30.572787,56.162113,10.205754,0101000020E6100000D90A9A9658692440D3A0681EC0144C40
19925587,1481,65192443,Entire home/apt,,Aarhus,,24,1,0.0,4,1.0,,87.0,,Have - terrasse - Ny lej - roligt kvarter - strand,2017-07-28 01:39:30.570175,56.141951,10.193874,0101000020E6100000E316F3734363244037514B732B124C40
19897268,1481,42704159,Entire home/apt,,Aarhus,,24,0,0.0,2,1.0,,97.0,,"Lejlighed beliggende i Latinerkvarteret, Aarhus C",2017-07-28 01:39:30.565351,56.15812,10.206329,0101000020E6100000CA6E66F4A3692440F86BB2463D144C40
16599501,1481,4544488,Entire home/apt,,Aarhus,,24,3,5.0,2,1.0,,94.0,,Lovely spacious flat with amazing kitchen area,2017-07-28 01:39:30.562585,56.148145,10.190097,0101000020E6100000AB22DC64546124407008556AF6124C40
19110125,1481,34365897,Entire home/apt,,Aarhus,,6,0,0.0,5,1.0,,97.0,,Bright and cozy apartment close to Old Town,2017-07-28 01:39:30.560135,56.155407,10.178862,0101000020E61000008BFED0CC935B2440E4486760E4134C40
13528892,1481,77757620,Entire home/apt,,Aarhus,,5,0,0.0,4,1.0,,90.0,,dejlig hus tæt på alt,2017-07-28 01:39:30.555559,56.197263,10.221321,0101000020E610000006D671FC50712440FDDAFAE93F194C40
19251673,1481,123714916,Entire home/apt,,Aarhus,,24,1,0.0,4,1.0,,85.0,,Modern apartment in the center of Aarhus,2017-07-28 01:39:29.115330,56.158327,10.201573,0101000020E610000062838593346724407289230F44144C40
19772738,1481,940862,Entire home/apt,,Aarhus,,24,0,0.0,4,1.0,,89.0,,Centralt beliggende familiebolig,2017-07-28 01:39:29.112885,56.158324,10.183619,0101000020E610000034D93F4F035E24400116F9F543144C40
14194860,1481,86080598,Entire home/apt,,Aarhus,,24,13,5.0,2,1.0,,89.0,,Charmerende 2-værelses lejlighed i Aarhus C,2017-07-28 01:39:29.110038,56.162995,10.201228,0101000020E610000038143E5B07672440AD342905DD144C40
12486360,1481,36918657,Entire home/apt,,Aarhus,,24,2,0.0,2,1.0,,93.0,,Bright apartment with large terrace,2017-07-28 01:39:29.106893,56.148412,10.199676,0101000020E61000009A97C3EE3B662440BF2A172AFF124C40
7786836,1481,8099229,Entire home/apt,,Aarhus,,24,9,5.0,4,2.0,,97.0,,"Unique location, cosy and spacious",2017-07-28 01:39:29.103801,56.151936,10.204315,0101000020E61000001B2AC6F99B682440E38A8BA372134C40
1918678,1481,9924828,Entire home/apt,,Aarhus,,5,0,0.0,7,3.0,,97.0,,Lovely familyhome in perfect surroundings,2017-07-28 01:39:29.101128,56.185071,10.229078,0101000020E610000057772CB64975244011381268B0174C40
16934755,1481,69220230,Entire home/apt,,Aarhus,,24,6,5.0,5,1.0,,97.0,,Charming apartment in the heart of Aarhus,2017-07-28 01:39:29.097090,56.156393,10.197104,0101000020E610000052D2C3D0EA642440632992AF04144C40
8397564,1481,9114573,Entire home/apt,,Aarhus,,24,2,0.0,3,2.0,,97.0,,penthouselejlighed med sjæl,2017-07-28 01:39:29.094126,56.163965,10.209428,0101000020E6100000BFBB95253A6B244025581CCEFC144C40
